,Unnamed: 0,Age,Job,Credit amount,Duration,Purpose_car,Purpose_domestic appliances,Purpose_education,Purpose_furniture/equipment,Purpose_gambling,Purpose_radio/TV,Purpose_repairs,Purpose_vacation/others,Sex_male,Housing_own,Housing_rent,Savings_moderate,Savings_quite rich,Savings_rich,Risk_bad,Check_moderate,Check_quite rich,Check_rich,Age_cat_Young,Age_cat_Adult,Age_cat_Senior
226,226,32,1,7.141245122350491,11,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0
227,227,33,0,7.151485463904735,24,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
228,228,20,0,7.161622002939187,24,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
229,229,25,1,7.190676034332207,15,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
230,230,34,0,7.202661196523238,12,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
231,231,36,1,7.214504414151143,24,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0
232,232,30,1,6.90875477931522,8,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0
233,233,36,2,9.106312301552135,21,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
234,234,70,0,6.92951677076365,30,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
235,235,36,1,6.946013991099227,12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
236,236,32,1,6.962243464266207,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
237,237,33,0,6.9782137426306985,12,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0
238,238,20,0,6.993932975223189,21,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
239,239,25,1,7.175489713624222,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
240,240,31,1,7.179307969504034,36,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
241,241,33,0,7.183111701743281,21,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0
242,242,26,1,7.186901020411631,39,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
243,243,34,1,7.190676034332207,27,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
244,244,33,0,7.194436851100335,12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
245,245,26,2,9.038602608721874,12,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
246,246,53,1,7.7501841622578365,30,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
247,247,42,1,7.759614150696903,12,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
248,248,52,0,7.768956044538332,12,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
249,249,31,0,7.778211474512493,24,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
250,250,65,1,7.787382026484701,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
251,251,28,1,7.796469243086058,9,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
252,252,30,2,6.513230110912307,36,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0
253,253,40,2,8.084562415235304,27,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
254,254,50,3,8.431853144249223,30,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0
255,255,34,1,8.254268770090183,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0
256,256,36,2,8.272570608424903,27,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0
257,257,29,2,7.653494909661253,6,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
258,258,21,2,8.016647877057803,45,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0
259,259,34,3,7.313886831633462,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
260,260,28,2,7.231287004327616,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
261,261,27,2,6.85751406254539,12,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0
262,262,36,2,7.9229859587111955,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
263,263,40,3,8.365672383774996,18,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0
264,264,52,2,6.841615476477592,9,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
265,265,27,1,7.0630481633881725,12,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
266,266,26,2,8.540323608805092,27,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
267,267,21,2,6.804614520062624,12,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
268,268,38,1,7.3098814858247865,12,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
269,269,38,3,9.270776740780013,30,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
270,270,43,2,7.5678626054638825,12,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
271,271,26,2,7.261225091971921,12,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
272,272,21,1,8.789964651132264,24,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
273,273,55,2,7.253470382684528,12,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
274,274,33,2,8.03073492409854,9,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
275,275,45,1,8.251924713801357,36,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
276,276,50,2,8.574140471857987,27,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
277,277,66,3,7.553810852008231,30,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1
278,278,51,2,8.114324709155339,36,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
279,279,39,1,6.837332814685591,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
280,280,31,2,8.04044688130311,18,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
281,281,23,2,8.272059622210412,36,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
282,282,24,1,8.013343181386672,24,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
283,283,64,2,7.218176838403408,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
284,284,26,1,6.437751649736401,12,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
285,285,23,2,7.090076835776092,12,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
286,286,30,2,6.561030665896573,12,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
287,287,32,2,7.999007213243955,24,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
288,288,30,2,8.446126742982377,15,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
289,289,27,2,7.868254265520613,36,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
290,290,27,2,9.302098797215724,48,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0
291,291,53,3,8.970177815492379,12,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
292,292,22,2,7.298445101508147,9,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
293,293,22,2,8.054840221101024,24,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
294,294,26,2,8.345217926676428,36,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0
295,295,51,1,7.826842098158293,9,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
296,296,35,2,7.669028288589683,12,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
297,297,25,1,6.763884908562435,18,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
298,298,42,1,7.342131730584722,4,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
299,299,30,3,7.508238774678663,24,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
300,300,23,0,9.585689856179723,6,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0
301,301,61,1,7.925518979786926,21,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1
302,302,35,2,7.1631723908466425,12,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
303,303,39,2,7.8328075165248645,30,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
304,304,29,2,6.818924065275521,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
305,305,51,2,7.374629015218945,6,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
306,306,24,2,8.434897948689407,48,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
307,307,27,2,7.077498053569231,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
308,308,35,1,8.145259566516865,12,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
309,309,25,2,7.1372784372603855,24,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
310,310,52,2,6.57507584059962,12,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
311,311,35,2,7.093404625868766,6,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
312,312,26,2,7.562681246721884,24,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
313,313,22,2,6.07073772800249,18,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
314,314,39,1,6.501289670540389,6,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
315,315,46,1,7.719129840906732,12,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
316,316,24,2,7.673223121121708,30,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
317,317,35,2,8.33110454805304,24,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
318,318,24,2,7.615791072035833,9,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
319,319,27,1,8.911664758049536,60,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
320,320,35,1,7.895063498091573,24,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
321,321,29,2,7.67275789664251,12,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
322,322,23,2,8.245909264774093,15,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
323,323,57,1,7.050989447068045,11,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
324,324,27,2,7.4127640174265625,12,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
325,325,55,2,7.3796321526095525,24,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
326,326,36,3,8.57583938684897,18,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
327,327,57,1,7.91862865334224,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
328,328,32,1,7.115582126184454,10,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
329,329,37,2,6.687108607866515,15,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0
330,330,36,2,8.748939631537715,36,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
331,331,38,2,7.334981878871814,24,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
332,332,45,3,9.102532419341877,14,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
333,333,25,2,6.906754778648554,24,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
334,334,32,2,7.8868329989550565,18,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
335,335,37,2,7.2456550675945355,12,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
336,336,36,3,9.4066470133368,48,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
337,337,28,2,8.026170194946426,48,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0
338,338,34,1,9.392495248213038,30,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0
339,339,32,2,7.89989532313973,9,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
340,340,26,2,7.784889295655098,18,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
341,341,49,1,7.140453043101158,12,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
342,342,32,2,8.436200032206706,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
343,343,29,3,7.550135342488429,24,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
344,344,23,2,8.122074375362217,15,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
345,345,50,2,7.3613754289773485,12,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
346,346,49,1,7.275864600546533,18,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
347,347,63,2,7.326465613840322,15,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
348,348,37,2,8.263074835802596,24,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0
349,349,35,1,9.280052984387483,47,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
350,350,26,2,8.473868066677865,48,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
351,351,31,3,8.93353229607628,48,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
352,352,49,2,6.9957661563048505,12,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
353,353,48,2,6.931471805599453,24,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
354,354,26,2,6.98100574072173,12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
355,355,28,3,9.14825217966276,36,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0
356,356,44,3,8.767017621311778,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
357,357,56,2,8.475537516147405,42,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
358,358,46,3,8.93971205409023,48,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
359,359,26,2,9.206332350578643,48,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
360,360,20,2,8.449984441722787,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
361,361,45,1,7.160069207596127,10,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
362,362,43,2,7.83002808253384,18,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
363,363,32,2,7.917536353943631,21,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
364,364,54,0,6.51025834052315,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
365,365,42,2,8.24380842366528,36,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
366,366,37,1,7.203405521083095,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0
367,367,49,2,6.945051063725834,10,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
368,368,44,2,9.222960403332285,48,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
369,369,33,2,7.341483852363161,6,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
370,370,24,1,8.478660241699453,30,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
371,371,33,1,6.588926477533519,12,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0
372,372,24,2,7.1204443723924875,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
373,373,22,1,5.62040086571715,9,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
374,374,40,0,8.59062950948942,48,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
375,375,25,2,8.614501373883236,24,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
376,376,26,2,8.229244416735913,24,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
377,377,25,1,6.529418838262226,12,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0
378,378,29,1,7.309212365692763,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
379,379,31,2,7.917900586327916,36,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
380,380,38,1,6.56244409369372,12,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
381,381,48,1,8.37816098272068,24,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
382,382,32,2,6.55250788703459,12,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
383,383,45,2,9.593150789519541,6,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
384,384,47,3,8.374707543119483,7,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0
385,385,49,3,9.09873819539488,8,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
386,386,51,2,8.804775258867686,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
387,387,53,2,8.784468454090355,10,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
388,388,55,2,8.109224953089955,11,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0
389,389,57,2,8.182279739259018,12,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
390,390,59,2,7.8551570058813445,13,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
391,391,61,2,8.804475183846678,14,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
392,392,63,2,8.804475183846678,15,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
393,393,65,1,8.426830751335846,16,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
394,394,67,1,8.430545384690566,17,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
395,395,69,2,8.434246270595311,18,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
396,396,71,1,8.437933510430605,19,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
397,397,73,0,8.441607204459642,20,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
398,398,42,2,8.445267451844648,21,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0
399,399,44,2,8.448914350662942,22,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
400,400,46,1,8.452547997922705,23,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
401,401,48,1,8.456168489578463,24,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
402,402,50,2,8.459775920546287,25,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
403,403,52,1,8.463370384718731,26,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0
404,404,54,1,8.46695197497949,27,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
405,405,56,2,8.470520783217808,28,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0
406,406,58,2,8.47407690034261,29,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
407,407,60,2,8.477620416296414,30,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
408,408,62,1,8.481151420068972,31,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
409,409,64,1,8.484669999710677,32,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
410,410,66,2,8.488176242345745,33,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
411,411,68,1,8.491670234185152,34,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
412,412,70,2,8.495152060539358,35,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1
413,413,72,2,8.498621805830801,11,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
414,414,74,2,8.502079553606189,13,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
415,415,76,1,8.505525386548555,15,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
416,416,55,1,8.508959386489133,17,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
417,417,57,2,8.512381634419015,19,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0
418,418,59,1,8.51579221050061,21,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
419,419,61,1,8.51919119407891,23,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
420,420,63,2,8.522578663692576,25,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
421,421,65,2,8.52595469708481,27,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
422,422,67,2,8.529319371214077,29,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1
423,423,69,1,8.532672762264625,31,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
424,424,71,1,8.536014945656826,33,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
425,425,73,2,8.53934599605737,35,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
426,426,42,1,8.542665987389269,37,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0
427,427,44,2,8.545974992841689,39,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0
428,428,46,2,8.54927308487965,41,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
429,429,48,2,8.55256033525353,43,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
430,430,50,1,8.555836815008442,45,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
431,431,52,1,8.559102594493448,47,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
432,432,54,2,8.562357743370612,49,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
433,433,56,1,8.565602330623925,7,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
434,434,58,1,8.568836424568076,8,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
435,435,68,2,8.572060092857077,9,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1
436,436,70,1,8.575273402492762,10,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
437,437,72,1,8.578476419833136,11,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
438,438,74,2,8.581669210600602,12,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
439,439,76,1,8.584851839890053,13,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
440,440,55,0,8.588024372176829,14,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
441,441,57,2,8.591186871324563,15,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
442,442,59,2,8.358431899031295,16,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
443,443,61,1,8.517193191416238,17,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1
444,444,63,1,8.654168646443315,18,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
445,445,65,2,8.774622220696997,19,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
446,446,55,1,8.882114044208821,20,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0
447,447,56,1,8.979164648964709,21,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
448,448,57,2,9.067624069774588,22,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0
449,449,58,2,9.14889040965996,23,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0
450,450,59,3,9.224046019032295,24,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
451,451,60,3,8.39931015075952,25,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
452,452,61,2,8.471568013389962,26,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
453,453,62,2,8.53895468319775,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
454,454,63,2,8.6020856584342,28,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1
